FID,Lat,Lng,Perception Safety,Rural/Urban,Q2 Enclosure,Q3 Human scale,Q4 Diversity/Complexity,Q5 Averall/Better
3277,55.68117,12.590005,5.531957332,1,5.743789656,5.416163497,5.740196925,5.198412699
3278,55.680543,12.589362,6.201454224,1,6.361121927,5.733571722,5.432141418,4.12094548
3279,55.676475,12.588546,5.64205867,1,5.084660559,3.915673971,5.913514136,4.717908903
3280,55.677231,12.588058,8.224553753,1,6.250862418,5.893031765,6.875107963,5.760438233
3281,55.67799,12.587574,6.919739728,1,5.571669485,6.183528142,3.693787067,4.448757764
3282,55.678759,12.587107,5.677619678,1,5.993303638,6.096159349,5.361893246,4.375
3283,55.679323,12.588268,6.978130853,1,6.031375094,4.880228024,5.893360972,5.155279503
3284,55.686975,12.562983,3.917486307,1,2.799704241,2.429777132,5.197213105,5.109126984
3285,55.697395,12.551548,7.606042911,1,6.610578148,6.222388596,6.643058674,5.760438233
3286,55.696646,12.551498,6.077069505,1,6.09362063,4.758457296,6.073012034,4.239561767
3287,55.696073,12.551919,7.368937867,1,5.671281393,4.537652586,7.231531065,5.432194617
3288,55.695346,12.551576,7.888226382,1,6.812314553,6.417200131,5.992975183,5.004744651
3289,55.694564,12.552008,7.745749656,1,6.651729824,6.579861728,5.625035988,5.357142857
3290,55.693961,12.552673,7.759196747,1,6.464002229,6.234906518,5.844417573,5.777691511
3291,55.695494,12.556099,6.192197288,1,4.208881306,3.561895695,5.781079058,4.883540373
3292,55.695008,12.555479,7.27276645,1,5.919673085,4.211533347,5.721195371,4.935731539
3293,55.694614,12.554669,8.107415668,1,5.361668183,5.623906079,5.98894455,7.039768806
3294,55.694207,12.553867,6.89224486,1,5.918802681,4.088707398,5.740196925,5.254917184
3295,55.693772,12.553079,6.211682854,1,5.144779384,3.890517041,6.866470893,4.712732919
3296,55.693231,12.552586,7.876507761,1,5.584970292,4.894807269,5.250187136,6.576518289
3297,55.69284,12.551776,5.681908271,1,5.862061658,5.769414777,5.799504808,4.858954452
3298,55.690198,12.555016,6.262228752,1,6.085915148,4.641197293,6.275119479,5.023723257
3299,55.690702,12.555762,6.332213734,1,6.524330347,5.917879748,5.508147636,5.157867495
3300,55.691207,12.556507,6.340262387,1,6.5689518,5.11673231,6.310243565,5.278640442
3301,55.691713,12.557251,7.257330335,1,5.172806282,4.801834986,6.937870674,5.149672188
3302,55.692199,12.558008,6.577960689,1,5.826159281,4.380867508,7.237864916,5.009920635
3303,55.692656,12.558783,7.296100221,1,5.594140694,3.746035831,5.502389589,5.970496894
3304,55.693109,12.559561,6.459913146,1,4.827773787,3.695014535,6.776069557,4.517770876
3305,55.693559,12.56034,5.606277933,1,5.246071825,5.216860233,4.818333621,5.169944789
3306,55.694,12.561125,7.377455803,1,5.905863873,4.889051822,4.504520067,6.333247067
3307,55.694149,12.558363,5.171289969,1,4.217390548,4.109414518,5.657856855,4.333592132
3308,55.69411,12.559262,5.516391029,1,4.347225937,3.744682569,5.360165832,5.164768806
3309,55.694071,12.560162,5.422657705,1,4.309901035,4.346187652,4.518339379,5.838509317
3310,55.694955,12.560483,5.271636409,1,3.938078387,4.321091002,4.662866356,5.294168392
3311,55.694749,12.561224,5.68909818,1,4.421982894,3.634452638,4.753843496,5.687543133
3312,55.694834,12.559426,5.740614647,1,4.993157472,4.365103844,4.765935395,5.419254659
3313,55.694878,12.558527,5.014481192,1,3.782658318,3.353527034,5.798929003,5.33557626
3314,55.695827,12.558518,5.276477637,1,3.995696282,3.865988789,6.777221166,4.157177364
3315,55.690251,12.573844,6.233258312,1,5.752039606,5.220937198,6.112166753,4.644582471
3316,55.690597,12.573013,6.252466925,1,5.933171033,5.369902699,5.300282144,4.824879227
3317,55.690944,12.572182,4.582912829,1,4.290551484,3.869430762,7.051304198,4.447032436
3318,55.673789,12.55297,5.897516923,1,5.791766539,5.652716053,6.011400933,5.398119393
3319,55.674525,12.553487,6.716335175,1,6.222532546,5.638577629,5.945759198,5.049171843
3320,55.675282,12.553892,6.817368606,1,6.091761011,5.806755362,6.823861346,4.950828157
3321,55.675859,12.553215,6.22014074,1,6.044571203,4.095966861,6.419070651,4.502242926
3322,55.67605,12.552335,7.763667904,1,5.641164124,4.307722397,4.83042552,7.253278123
3323,55.676261,12.55146,7.026110385,1,5.454801526,4.091776711,6.717913284,5.037094548
3324,55.680593,12.561737,5.565305144,1,4.490742799,3.835970267,4.722750043,4.650189786
3325,55.681179,12.56242,5.989742383,1,6.07887984,6.102779722,5.361893246,4.161490683
3326,55.681762,12.563105,5.937080028,1,6.090778874,5.141617905,6.298727472,4.868875086
3327,55.682336,12.563798,6.187704987,1,6.700691018,5.860432866,6.572810503,5.564613527
3328,55.682936,12.564469,6.587483008,1,5.972701894,5.915621001,5.684343871,5.268288475
3329,55.683524,12.565151,7.16279987,1,6.275398262,5.821060379,5.854206253,5.885955832
3330,55.684113,12.565831,5.772148447,1,5.826079282,5.375802483,6.011400933,5.361456177
3331,55.696685,12.590256,5.96395756,1,4.426524366,3.984682874,4.075545575,4.825310559
3332,55.695881,12.590605,5.790323668,1,4.361018258,3.375670238,5.058444176,4.813664596
3333,55.695029,12.590344,6.928916111,1,5.139163775,4.206709203,5.684343871,5.944185645
3334,55.680734,12.58176,5.859695067,1,5.791986745,5.475581089,5.407957621,5.198412699
3335,55.681026,12.582611,5.656783652,1,5.840503583,6.011976702,5.725226003,5.024585922
3336,55.681503,12.583351,6.079250259,1,6.368448304,5.885739723,5.124661715,4.783040028
3337,55.681636,12.582256,5.797693192,1,5.903020325,5.942931785,5.619853746,5.288129745
3338,55.68192,12.581402,6.454601844,1,6.236359744,5.885182409,5.622732769,4.161490683
3339,55.678783,12.5849,5.951274406,1,5.795135916,5.944118939,5.407957621,5.294599724
3340,55.678686,12.584005,6.112945261,1,5.849169249,5.657519514,5.799504808,4.971100759
3341,55.679157,12.580947,6.152605935,1,6.277181845,5.805060716,4.970921863,5.169513458
3342,55.678538,12.581128,6.673536889,1,6.247135132,5.417651105,5.945759198,4.833074534
3343,55.678338,12.58025,5.497608474,1,4.936796671,4.458914546,4.726204871,4.535455486
3344,55.675733,12.576166,3.981543402,1,4.034226231,3.821592096,5.190879254,5.058229814
3345,55.676257,12.576897,4.362000143,1,3.919690709,3.745773134,4.980134738,4.786490683
3346,55.676741,12.577655,4.704553682,1,4.359787909,3.620059013,7.051304198,4.743357488
3347,55.677116,12.57847,4.296355746,1,4.416477014,3.562920394,6.64133126,4.030797101
3348,55.677348,12.579337,5.689004255,1,5.053184619,3.993865423,6.807738815,4.351708074
3349,55.677707,12.579875,5.858078305,1,4.194411138,3.148749696,6.438072206,4.743357488
3350,55.6897,12.56336,6.464581981,1,6.060430838,4.92405326,6.740369667,4.468167702
3351,55.690082,12.562545,5.78943936,1,6.05320815,6.064361641,4.753843496,4.324534162
3352,55.690464,12.56173,6.181235838,1,7.252051704,6.519395343,6.551505729,5.823412698
3353,55.689029,12.564838,7.164418238,1,6.136255472,5.232891104,6.538838026,6.202122153
3354,55.689572,12.565555,5.719540267,1,5.521847686,5.098028901,6.420798065,6.951345756
3355,55.690073,12.566303,8.548573605,1,5.609305898,5.86192478,2.73219324,4.463854382
3356,55.69056,12.567059,7.032158166,1,6.078096132,5.611662679,6.883745034,6.47299862
3357,55.691048,12.567816,5.837356296,1,5.880320578,5.609575155,6.096620026,5.034506556
3358,55.691536,12.568572,4.032079494,1,4.373958173,4.278314094,3.085737318,4.877933057
3359,55.689398,12.574864,6.808060964,1,5.352637445,4.388561008,5.994126792,6.037353347
3360,55.700132,12.585479,6.385407031,1,5.916431397,5.053209786,6.011400933,5.691856453
3361,55.698667,12.586524,7.983565701,1,6.375515105,6.134026608,6.599297518,6.057194617
3362,55.697962,12.587083,6.591510035,1,6.015804233,5.054854441,5.894512581,5.20747067
3363,55.697242,12.587623,6.228199983,1,6.201221069,5.740543971,5.204122761,4.448757764
3364,55.667148,12.57711,4.88878899,1,3.750102864,3.051342158,4.723901653,3.962646653
3365,55.666598,12.576398,6.708997703,1,5.590959772,3.547765357,6.05401048,6.255175983
3366,55.666038,12.575694,5.204155302,1,4.219146134,3.649582107,4.856912535,5.212646653
3367,55.665482,12.574986,4.94031523,1,3.978240112,3.53204249,5.083779582,4.962042788
3368,55.664934,12.574272,6.454737338,1,5.209974554,3.961283604,5.882420683,6.387163561
3369,55.664385,12.573559,5.348447267,1,4.338022728,3.556268467,6.524442909,4.90510697
3370,55.663842,12.572842,5.165124293,1,3.743039174,3.432887042,5.128116543,4.425465838
3371,55.663312,12.572114,5.962650163,1,4.353031935,3.740791381,5.357286808,4.32410283
3372,55.662783,12.571385,6.33891453,1,5.549496332,3.767499641,7.297748604,5.288561077
3373,55.662256,12.570656,7.065430826,1,5.841221704,3.800230437,7.451488455,5.569358178
3374,55.661732,12.569924,6.13838258,1,5.692625318,3.933696246,7.136523291,5.400707384
3375,55.661091,12.569317,5.755142809,1,5.91679671,4.916820179,6.073012034,4.239561767
3376,55.660369,12.56878,6.897112275,1,6.039886154,5.043864719,5.945759198,5.20747067
3377,55.663154,12.584678,4.013791146,1,3.148316021,2.356688919,5.06017159,5.76863354
3378,55.662309,12.584369,3.845938943,1,3.526387705,2.621436031,5.99758162,5.425724638
3379,55.661462,12.584064,3.862356387,1,3.304520266,2.431483626,5.06017159,5.591356107
3380,55.660615,12.583759,3.56789195,1,2.666546228,2.61272519,3.830252778,4.883109041
3381,55.677114,12.577419,4.294202261,1,3.987538706,3.557197498,7.137674901,4.168391994
3382,55.676638,12.576655,5.105130101,1,4.623411965,3.678739342,6.775493752,4.032522429
3383,55.676155,12.575895,5.537776402,1,4.317657869,3.727528478,6.775493752,4.682539682
3384,55.677469,12.578243,5.512487355,1,6.273844035,6.037368739,4.345022168,4.98231539
3385,55.677683,12.579116,5.366344658,1,5.660790924,5.626545887,5.494328324,4.217995169
3386,55.690681,12.587793,7.84780838,1,5.407802417,4.814355373,6.359762768,6.320307108
3387,55.690536,12.587304,4.548798364,1,3.6309511,3.279640203,5.467265504,4.98231539
3388,55.690265,12.586117,6.184783413,1,5.240028677,4.156654257,6.337306386,5.693581781
3389,55.689068,12.589449,6.554448484,1,6.21746942,4.240936017,6.143260206,4.50094893
3390,55.689944,12.584256,7.18924273,1,5.138407413,4.32336823,6.576265331,5.687111801
3391,55.687781,12.590075,6.252286595,1,6.354832902,4.160073878,6.595266885,5.309696342
3392,55.688875,12.585924,5.611275647,1,4.660637412,4.110288283,6.332124143,4.950396825
3393,55.688646,12.586794,4.278948247,1,5.513578685,4.473589506,5.386652847,5.458074534
3394,55.688416,12.587664,4.253772303,1,4.486742772,4.252752193,7.051304198,4.180900621
3395,55.688187,12.588535,6.773580902,1,5.784844537,4.099343029,6.977601198,4.067460317
3396,55.689101,12.585053,7.183108519,1,6.917606924,5.680246136,6.177808487,5.823412698
3397,55.687848,12.584148,5.945121517,1,6.339874836,6.034174815,6.140956987,5.317460318
3398,55.687624,12.58502,6.006832409,1,6.254952127,5.630259134,5.945759198,5.027173913
3399,55.687396,12.58589,7.406119071,1,6.087154418,5.11573928,6.527321932,5
3400,55.68716,12.586759,6.47203572,1,4.613660861,4.565136417,6.616571659,3.695652174
3401,55.686924,12.587628,5.995852248,1,6.302361779,5.903745383,5.656705246,5.54779158
3402,55.676683,12.576063,5.682514575,1,6.202539423,5.959803496,5.260551621,4.201604555
3403,55.676282,12.575272,5.703035132,1,6.051300967,6.113340651,5.553060402,4.475500345
3404,55.67743,12.573459,6.9888022,1,6.704917472,6.22991548,6.783555018,5.982574189
3405,55.676824,12.574122,5.856917804,1,5.706613715,5.561655624,5.740196925,5.00431332
3406,55.676157,12.574724,5.314787844,1,5.976754135,4.651340271,6.129440894,4.469030366
3407,55.675878,12.57382,5.803836589,1,5.867829097,5.938287996,5.407957621,5.294599724
3408,55.675527,12.572901,5.688652108,1,5.881647235,5.841555647,5.799504808,5.119478951
3409,55.675208,12.57206,5.477290047,1,5.630759423,5.635222456,5.954396269,4.972394755
3410,55.665776,12.592614,6.706400482,1,5.160480122,4.772913453,5.684343871,5.944185645
3411,55.66653,12.593074,4.684863025,1,3.934607628,3.912098796,5.87839005,6.143461007
3412,55.665596,12.593459,6.715897924,1,5.141497486,5.027595877,5.6757068,6.010610766
3413,55.6655,12.594354,6.728574579,1,5.966414686,5.711696153,5.314677261,4.467305038
3414,55.665464,12.594688,6.407003664,1,6.100411488,4.743706496,6.038463753,5.187198068
3415,55.665268,12.595566,6.008949223,1,4.723492156,4.896752491,5.239822652,5.392080745
3416,55.665096,12.596036,7.078035993,1,5.575855449,4.349726671,7.183739276,4.371118012
3417,55.664919,12.596917,5.883025286,1,6.197026723,5.533372105,6.563021823,5.157867495
3418,55.66505,12.597804,6.820299003,1,6.503122936,5.80384073,5.798353199,5.227743271
3419,55.663654,12.594181,4.164364096,1,3.945562836,3.396065805,4.323717395,4.614389234
3420,55.66385,12.59506,6.953363116,1,7.115021647,5.943364221,6.609086198,5.893719807
3421,55.664046,12.595938,6.07481379,1,6.625629756,5.935699191,6.496804284,5.173395445
3422,55.664242,12.596817,6.338184447,1,5.36560095,4.096171087,6.599297518,5.135438233
3423,55.664449,12.597692,7.985848486,1,6.708022572,6.235251809,6.643058674,5.760438233
3424,55.664658,12.598568,7.23669068,1,6.434102133,5.914560423,7.251108424,5.159592823
3425,55.664875,12.599441,6.799671299,1,5.982159639,4.887296464,6.437496401,4.868875086
3426,55.66521,12.598417,6.821278187,1,6.461475745,6.559345108,5.540392699,5.515441684
3427,55.664797,12.599129,6.778674003,1,5.905380499,4.93015259,6.673000518,4.42805383
3428,55.664131,12.599735,6.343182489,1,6.135473811,5.78481757,5.799504808,4.779589372
3429,55.673313,12.575212,6.622510157,1,5.369257954,4.247275186,6.554384753,4.272774327
3430,55.673022,12.57436,6.245008779,1,6.240671778,5.772355851,5.204122761,4.523378192
3431,55.674759,12.576459,5.770821445,1,6.056590139,5.806577139,5.361893246,4.525534852
3432,55.67444,12.575617,6.064083595,1,6.515836413,5.384546598,6.215235792,5.533557626
3433,55.67412,12.574776,5.783847854,1,6.066151836,5.811333417,5.407957621,5.294599724
3434,55.675447,12.575641,4.024706067,1,3.049020419,2.359088594,5.201243738,4.957729468
3435,55.678209,12.581446,6.478387842,1,5.919749723,5.047309156,5.799504808,5.058661146
3436,55.677824,12.580667,6.763292162,1,6.487536568,4.296669602,5.899694823,5.393374741
3437,55.679386,12.581793,5.981605681,1,5.829349753,5.931991841,5.008924973,4.826604555
3438,55.68182,12.587043,5.85520999,1,6.29959209,6.089487937,5.181666379,4.161490683
3439,55.682225,12.586247,5.721161683,1,5.970509198,5.64328763,5.361893246,4.161490683
3440,55.686332,12.554771,5.784652997,1,5.875296256,5.437533653,5.407957621,5.198412699
3441,55.685799,12.554045,7.794103137,1,6.784911765,6.229199117,6.443830253,5.147515528
3442,55.68429,12.551286,7.319407196,1,5.771557607,5.565773617,6.510623596,4.514751553
3443,55.684088,12.552163,7.148434022,1,5.468294701,5.520782916,5.928485058,6.218081436
3444,55.682646,12.554613,6.765356482,1,4.829217882,3.890820813,6.895836932,4.475500345
3445,55.682475,12.555497,7.0425093,1,6.323488064,5.471767885,6.637876432,6.131815045
3446,55.683104,12.554947,6.848282848,1,6.123412226,5.423687125,6.849772557,5.305383023
3447,55.677614,12.570113,5.660204699,1,5.954398666,5.947014136,5.995854206,4.264147688
3448,55.676904,12.571766,5.850587061,1,5.990158246,5.951616655,5.260551621,4.584195998
3449,55.667806,12.598202,6.722297688,1,6.403334308,5.41483347,6.290666206,5.109126984
3450,55.667131,12.59881,7.22722029,1,6.565340001,6.03552283,6.086831347,4.734730849
3451,55.665795,12.601162,5.880365255,1,4.638373154,4.758108324,5.644613347,6.025707384
3452,55.666462,12.600558,7.677921335,1,6.2332938,5.984141402,6.527321932,5
3453,55.66954,12.558442,6.528262313,1,7.259645175,5.925771501,5.625035988,4.973688751
3454,55.670166,12.557796,5.089844477,1,6.009002465,4.887652971,5.990671964,4.811507937
3455,55.670794,12.557151,5.877365952,1,5.978703206,5.651865362,5.75919848,4.895186336
3456,55.671426,12.55651,5.783600254,1,6.015349774,5.417954051,5.321586918,4.523378192
3457,55.672058,12.555869,5.800075292,1,5.800341734,5.437620775,5.407957621,4.940907523
3458,55.668394,12.556722,5.198471284,1,3.838789013,3.445852871,4.833880348,4.365079365
3459,55.668794,12.557529,6.114518599,1,4.767334003,4.812497773,4.932342949,5.837646653
3460,55.669198,12.558333,3.999399076,1,3.494591032,2.354369083,5.618126332,4.934006211
3461,55.670863,12.558783,6.179345235,1,6.078361223,5.708085101,6.215811596,4.584195997
3462,55.670271,12.559461,7.596795346,1,6.076878854,5.428312267,6.470317268,4.526828847
3463,55.664499,12.552332,6.211968125,1,5.418951227,3.439826476,4.502216848,5.098343685
3464,55.665138,12.551699,6.113969924,1,5.730570996,6.003007211,5.945759198,4.778295376
3465,55.666174,12.552195,6.797775849,1,6.834844998,5.98529008,6.377036909,5.871721877
3466,55.665509,12.552801,6.278195281,1,5.829813337,5.075063224,5.799504808,5.398119393
3467,55.664844,12.553408,6.611385619,1,6.001442564,5.750077067,5.8231128,5.158730159
3468,55.66482,12.554838,4.556176422,1,3.350181264,2.971809518,5.044624863,4.407781228
3469,55.665492,12.554239,6.11853375,1,5.885568933,6.02850187,5.799504808,5.119478951
3470,55.666897,12.553772,6.307616513,1,5.069101503,3.8854211,6.632118385,5.018978606
3471,55.666269,12.554416,6.531216579,1,6.828091213,4.052952567,6.294121034,5.639233954
3472,55.667261,12.554512,7.906548402,1,6.269033528,6.527015752,7.565497783,6.316425121
3473,55.666579,12.5551,6.947832078,1,6.07095892,5.578939913,5.314677261,4.448757764
3474,55.665898,12.555688,6.281483882,1,5.872893474,4.104023226,6.419070651,4.924085576
3475,55.666912,12.555737,6.643418757,1,4.870003781,3.86717047,7.183739276,4.077380952
3476,55.666238,12.556334,6.452249539,1,6.23088378,5.579613523,5.204122761,5.318754313
3477,55.660819,12.57021,7.889182875,1,5.820625281,6.028157527,5.394714113,6.275448585
3478,55.660447,12.57103,6.738677095,1,6.052335577,4.974441123,7.17567801,6.30736715
3479,55.660976,12.572595,5.055551715,1,4.379268755,3.505035172,5.090689238,4.83436853
3480,55.663651,12.573877,6.376345204,1,4.704872143,3.636689936,6.955720619,3.560213941
3481,55.663317,12.574712,3.739094272,1,3.980167707,3.840552188,6.592387862,3.889751553
3482,55.662953,12.575536,6.425106832,1,4.57006116,4.262261826,4.372660793,6.053743961
3483,55.662588,12.576358,6.452414893,1,5.287631881,4.602103984,6.01600737,5.953674948
3484,55.66209,12.577084,6.965649383,1,4.89689721,3.866608884,7.003512408,4.544082126
3485,55.662905,12.573783,6.777768583,1,5.433276998,3.93519539,6.727126159,4.565648723
3486,55.66238,12.573057,7.531084957,1,5.378666546,4.80372254,3.884378419,6.207729469
3487,55.662394,12.574369,6.936574743,1,4.6310388,3.890614934,6.955720619,4.342650103
3488,55.661916,12.574447,6.930286369,1,6.265664253,6.250489819,7.285656705,5.756987578
3489,55.661353,12.573746,5.898372284,1,4.215927786,3.928228144,4.459607301,4.903381642
3490,55.662883,12.577178,5.557034688,1,6.044579177,4.89101937,6.149594058,4.98662871
3491,55.663086,12.578055,7.093266742,1,5.499179384,3.919739329,7.272989002,5.540890269
3492,55.663344,12.578916,6.196370896,1,6.104348229,5.223910184,6.514078425,5.098343685
3493,55.663825,12.579673,6.002944381,1,6.076406193,5.766359754,5.945759198,5.119478951
3494,55.664364,12.580393,7.17146353,1,6.635239022,4.757103652,6.649392526,5.762594893
3495,55.664911,12.581108,5.878205566,1,5.832076881,5.381663863,5.945759198,5.058661146
3496,55.663169,12.578372,4.990577968,1,3.926641711,3.087791652,4.953647723,4.131297446
3497,55.662591,12.579061,7.0933975,1,6.197055474,5.834404047,5.75919848,4.448757764
3498,55.676671,12.572258,6.042040473,1,6.089937846,5.428113141,5.945759198,5.003881988
3499,55.676249,12.571463,6.158401968,1,6.430809539,5.945570595,6.022917026,3.943668047
3500,55.675789,12.57069,6.277749645,1,6.795116934,6.225029124,6.305637128,6.202984817
3501,55.677064,12.575367,5.711305244,1,5.982193735,5.701501069,5.728105027,4.26673568
3502,55.676703,12.574543,5.930790692,1,6.182696876,5.987929138,5.340588472,4.201604555
3503,55.6764,12.573696,5.920498939,1,6.09812671,5.997386854,5.340588472,4.161059352
3504,55.67628,12.573068,5.596233409,1,6.123116529,5.798964305,5.361893246,4.404761905
3505,55.679584,12.577127,7.298477314,1,6.657959434,6.523281109,6.713882651,5.487836439
3506,55.679277,12.576281,7.078878109,1,7.186216023,6.628824702,6.414464214,5.153985507
3507,55.678673,12.576513,5.854561821,1,6.073499649,5.592867635,5.945759198,5.003881988
3508,55.679976,12.57638,5.927248541,1,5.761644929,5.916797421,5.407957621,4.746808144
3509,55.67966,12.575602,6.469147785,1,6.801154659,6.249339279,6.852075776,4.798136646
3510,55.680369,12.574577,5.683411504,1,5.884182531,5.866152078,5.728105027,4.140355418
3511,55.680004,12.573756,5.938251534,1,5.786285892,6.127433275,5.407957621,4.951259489
3512,55.678486,12.569246,6.140321587,1,6.212869511,6.022575313,5.799504808,5.398119393
3513,55.677848,12.56988,6.071245633,1,6.254717377,5.496892106,5.117176254,5.084972395
3514,55.675652,12.577329,4.223826997,1,4.278682066,4.369428227,6.293545229,4.56047274
3515,55.67595,12.578178,4.377936471,1,3.348249564,3.751216817,6.920020729,3.500258799
3516,55.675605,12.578909,5.071753346,1,4.012456843,3.548008756,2.158115967,2.251552795
3517,55.675135,12.578971,5.920528003,1,5.901505684,5.419208085,5.407957621,5.294599724
3518,55.674827,12.578126,6.193565631,1,6.140931468,5.930675621,5.321586918,5.010783299
3519,55.675035,12.579933,5.801918833,1,5.938812452,5.932685348,5.975701042,4.939613527
3520,55.675431,12.580738,3.713351869,1,4.542738459,3.690532331,2.158115967,2.113957902
3521,55.674082,12.577296,4.385313114,1,3.3929064,3.372398449,5.066505441,4.594547964
3522,55.677214,12.563361,3.924920991,1,3.518389185,2.551379066,5.618126332,5.487836439
3523,55.677489,12.562507,4.953945331,1,3.800629557,3.215460528,4.512005528,3.962646653
3524,55.677601,12.561615,6.53237361,1,5.558863846,4.727515731,6.275119479,4.332298137
3525,55.677692,12.560719,6.613549821,1,5.225786744,4.140503235,6.233085737,4.459972395
3526,55.677786,12.559824,6.162668678,1,5.870204901,4.75217776,6.073012034,4.239561767
3527,55.677866,12.558928,5.82875835,1,4.668905946,4.129247426,5.490297691,5.201432022
3528,55.677941,12.558031,3.906950925,1,3.813583994,2.970813467,5.900846433,5.529675638
3529,55.678017,12.557134,3.872613314,1,2.729456336,2.603055022,4.945010652,5.03968254
3530,55.672532,12.580098,4.387400857,1,3.597659314,3.375276096,5.524845972,4.676501035
3531,55.672998,12.580866,4.010056822,1,3.440779924,2.354870735,5.618126332,5.373533471
3532,55.673395,12.581671,4.111731836,1,3.388269448,2.425679347,5.220245293,6.264233954
3533,55.673707,12.582515,5.872727067,1,5.908991912,5.852006198,5.975701042,4.939613527
3534,55.673946,12.583379,4.703622241,1,3.600736166,2.968424577,6.015431566,4.025621118
3535,55.674111,12.584264,4.852402855,1,3.734769814,3.106447691,5.656129441,3.588250518
3536,55.674312,12.58514,5.240774147,1,3.836881272,3.830993922,5.954972074,3.588250518
3537,55.674638,12.585977,5.941105797,1,5.07645764,4.605144526,5.28012898,4.899499655
3538,55.675038,12.586783,3.28046481,1,3.856587154,2.965978664,2.752346404,2.386991028
3539,55.666505,12.597251,6.473838842,1,6.400064953,5.273069473,6.76167444,4.649327122
3540,55.665904,12.596596,7.026291882,1,6.754606586,6.15408423,6.682213393,6.127933057
3541,55.664646,12.59536,7.707927399,1,6.10405963,5.966228462,6.773766339,6.226276743
3542,55.664425,12.594496,4.800747922,1,3.174796589,2.944310475,5.044624863,4.234385783
3543,55.662681,12.601031,7.250801546,1,6.510107307,6.347728784,5.945759198,4.833074534
3544,55.662437,12.600165,5.944019617,1,6.098977085,5.989361391,5.945759198,5.119478951
3545,55.662205,12.599295,4.421872472,1,5.09577461,3.862440553,6.743824495,4.502674258
3546,55.661969,12.598427,7.344235654,1,5.834060238,4.281713017,5.733863074,5.528381643
3547,55.661717,12.597563,7.65417393,1,6.209698008,5.770072372,5.314101457,6.136128364
3548,55.662553,12.600601,6.344402116,1,6.040639521,5.734568993,5.204122761,4.533730159
3549,55.661968,12.601285,6.656838274,1,7.445145091,6.122979746,6.829619393,5.662957212
3550,55.678463,12.591527,5.695278216,1,6.053507096,5.531356063,5.321586918,4.749396135
3551,55.678502,12.588528,7.159993874,1,7.068214506,7.025462652,5.310646629,4.226190476
3552,55.677756,12.589031,6.250350218,1,6.282550666,5.882432694,5.361893246,5.294599724
3553,55.677005,12.589527,7.331387817,1,5.806452293,5.940588746,7.021362354,4.29779158
3554,55.67527,12.587079,4.314160521,1,3.637788256,3.295660836,5.632521449,3.859558316
3555,55.673547,12.589165,6.239391568,1,6.139536767,4.573958913,6.413312604,4.418995859
3556,55.674043,12.589916,6.578980289,1,6.228264293,4.739705088,6.178960097,4.331435473
3557,55.674533,12.590671,5.846792411,1,5.739328382,5.624352977,5.407957621,4.971100759
3558,55.675004,12.591438,6.681578083,1,6.108171514,5.607536436,5.651523003,4.533730159
3559,55.675466,12.59221,6.262653761,1,6.06091929,5.402081573,5.204122761,4.448757764
3560,55.675916,12.592989,5.543857767,1,4.666695637,4.18371335,7.162434502,5.442977916
3561,55.676239,12.593826,6.871678321,1,5.948761698,4.141620967,6.673000518,4.077380952
3562,55.676517,12.594682,6.637498466,1,4.889002476,3.9755469,6.055162089,5.403726708
3563,55.676682,12.595561,5.768651558,1,4.531145778,3.79624693,5.009500777,4.990079365
3564,55.67696,12.596408,7.313907152,1,6.039176682,5.719849546,5.531179824,5.502501725
3565,55.677369,12.597208,4.981113279,1,5.804564565,5.371420922,5.386652847,4.851190476
3566,55.677887,12.597939,4.043875966,1,3.652501796,2.578500993,4.636955145,5.39984472
3567,55.677515,12.598137,4.176210494,1,3.332959392,3.019208393,4.374388208,4.437543133
3568,55.677004,12.597396,5.327399054,1,4.752138204,3.83171437,7.219439166,5.301069703
3569,55.676493,12.596655,4.176752209,1,4.35242882,3.613363764,7.162434502,4.743357488
3570,55.673279,12.592595,6.360709788,1,5.62865393,5.501615776,6.354580526,5.034937888
3571,55.673694,12.591796,5.697261349,1,5.953116305,6.180223406,5.361893246,4.19168392
3572,55.674117,12.591002,5.810268546,1,5.775585956,5.76695642,5.407957621,5.020272602
3573,55.672454,12.592747,6.907826625,1,6.053571842,5.408836748,5.894512581,5.20747067
3574,55.672897,12.59353,8.095502535,1,7.557045094,7.157668798,6.681061784,6.750776397
3575,55.673352,12.594307,7.787311909,1,6.425563291,6.474433614,5.625035988,5.01768461
3576,55.674188,12.59406,5.654226251,1,5.462371092,5.826468342,4.624863247,5.324792961
3577,55.673818,12.59488,6.850035443,1,5.353128151,4.295666438,6.812345252,4.187801932
3578,55.673458,12.595705,5.904015461,1,5.902956633,5.970158778,6.230782519,5.11257764
3579,55.67308,12.596522,7.502004401,1,5.834976206,5.240774364,5.791443542,5.7397343
3580,55.672694,12.597335,5.916295425,1,5.863283971,3.970112558,4.096850349,4.919772257
3581,55.672551,12.597624,6.268427557,1,6.504452754,5.758799512,6.136926355,5.697463768
3582,55.671905,12.597641,5.61730495,1,6.445085959,5.666655675,6.450739909,5.901915114
3583,55.67161,12.596811,8.700260502,1,6.67389032,7.068177808,5.578971613,6.567460317
3584,55.67169,12.595931,7.945644756,1,6.779045165,6.38208694,6.54056544,6.542011732
3585,55.671655,12.596396,5.63730903,1,6.453027333,5.657003145,5.945759198,4.833074534
