FID,Lat,Lng,Perception Safety,Rural/Urban,Q2 Enclosure,Q3 Human scale,Q4 Diversity/Complexity,Q5 Averall/Better
1641,55.699004,12.545221,5.870759966,1,6.141268803,6.432723005,5.805085505,4.868012422
1642,55.698446,12.54605,6.146895422,1,5.795363709,5.961651346,6.121098446,5.575273588
1643,55.698158,12.546459,7.422310322,1,4.847758157,4.56746608,6.760389985,4.836771665
1644,55.697593,12.547284,8.023757609,1,5.911270983,5.564124543,6.869498051,6.436705117
1645,55.697061,12.54813,7.136405763,1,6.169973112,6.580994703,5.866750004,4.640084295
1646,55.70258,12.548984,7.888818897,1,7.432236029,6.510081263,6.923499163,5.263975155
1647,55.702341,12.548545,6.620967838,1,4.979289296,5.609829252,6.182860544,5.294846199
1648,55.702101,12.548106,6.84998171,1,5.603517186,4.823725091,7.00097952,5.051020408
1649,55.702499,12.535739,4.595654234,1,3.844924061,3.105035495,5.834188897,4.633984028
1650,55.702396,12.536228,4.274203024,1,4.04549088,3.446283183,4.066253559,4.842687075
1651,55.702297,12.536718,5.215361865,1,4.324540368,4.170311898,3.605897684,5.193729666
1652,55.702202,12.537209,4.917415672,1,3.523363128,3.277821112,3.079340175,4.901656315
1653,55.697552,12.545792,6.239992002,1,6.108931037,5.480927774,6.053807174,5.040113872
1654,55.697824,12.545373,6.905185163,1,5.989390306,5.403348811,6.604365356,5.368419107
1655,55.701183,12.545367,6.854343102,1,4.498946298,5.116175248,6.957506335,4.841762792
1656,55.700881,12.54632,5.743459244,1,4.594142868,4.578609614,3.981018367,5.150288376
1657,55.70056,12.547266,7.198691762,1,6.12891505,6.455224355,5.967981158,5.900621118
1658,55.700384,12.547735,6.312856744,1,5.795363709,6.593865511,5.887107292,5.245304644
1659,55.700184,12.548192,6.468517654,1,5.455998837,5.73773283,6.077680265,5.252698906
1660,55.699243,12.549747,5.617827327,1,3.446697188,3.455059498,3.450135784,5.073572907
1661,55.699516,12.549328,6.183900821,1,5.779739844,4.817920808,6.516667491,5.633318545
1662,55.699788,12.548909,6.104758679,1,6.107841,5.741348997,6.061339331,5.266008577
1663,55.691596,12.541993,6.989932602,1,6.621611801,5.894323599,6.35516725,5.459183673
1664,55.673514,12.544682,5.116236224,1,3.446697188,3.575495675,3.418426423,4.711254067
1665,55.673344,12.545112,7.209662437,1,6.490807354,5.353258909,5.898560252,5.456780538
1666,55.673299,12.54561,6.388049139,1,3.597485648,4.689759263,7.089361169,4.866163857
1667,55.673251,12.546108,5.17795773,1,3.764261318,3.555141226,4.209058175,4.440254363
1668,55.674653,12.532702,5.951480916,1,4.584332534,4.755965375,5.315139604,5.600783792
1669,55.673531,12.545944,7.042351406,1,7.23675605,5.145607635,7.842924783,5.877514049
1670,55.673581,12.545446,6.783114133,1,3.947387545,5.208326784,6.966508721,4.706078083
1671,55.674493,12.53599,7.945409982,1,5.59479689,5.707184381,6.115600218,6.503623188
1672,55.674544,12.535493,7.685268485,1,6.445752489,7.002261072,5.736789474,5.290409642
1673,55.674595,12.534995,7.38279398,1,6.555482886,7.145466702,5.135754784,5.216282165
1674,55.674646,12.534498,7.495519901,1,6.169609767,6.188822977,5.460128211,6.211549837
1675,55.674696,12.534,7.44929629,1,6.832715646,7.454601281,4.750774203,5.42720349
1676,55.674745,12.533503,6.980699698,1,5.042511445,5.222307951,5.85140137,6.407128069
1677,55.672308,12.555616,6.370290641,1,5.305210377,5.811764887,6.077190047,5.254547471
1678,55.672783,12.555461,5.844771503,1,6.286970424,6.646563107,5.751917987,4.419365572
1679,55.684299,12.556403,8.358278203,1,6.371629969,6.349246367,5.289916012,5.531277728
1680,55.684111,12.556866,7.138309357,1,6.542402442,6.219272729,6.149533124,5.005730553
1681,55.6748,12.53153,4.439250964,1,4.860838602,5.227224067,3.339133296,4.058155871
1682,55.674865,12.531034,4.024804593,1,4.461158346,4.725633962,4.886840188,5.079488317
1683,55.674997,12.530556,6.733557223,1,4.938231233,4.038884269,3.805641892,5.806529133
1684,55.675266,12.530138,7.859421075,1,7.303611656,5.793583445,5.622457361,5.767709258
1685,55.675629,12.529795,8.78256241,1,7.492188068,7.060261163,4.798927003,6.384021
1686,55.676002,12.529479,8.589682031,1,7.418792239,6.273034382,3.07425277,6.258503401
1687,55.676175,12.52901,9.14832161,1,7.627716009,6.309414232,3.527317232,6.343352558
1688,55.676304,12.528528,8.698698191,1,7.914759102,6.637122112,4.547438334,6.535788228
1689,55.700217,12.541546,7.28064298,1,6.108931037,6.571936055,6.246170677,4.965246968
1690,55.699848,12.541208,6.745896959,1,6.717898409,6.263035163,6.279310411,4.96728039
1691,55.675977,12.538279,6.284816987,1,4.381948986,4.983300526,5.810679177,5.020334221
1692,55.676022,12.537781,6.653059114,1,5.509773999,6.794144214,6.470528097,5.415187814
1693,55.676068,12.537283,6.07889284,1,5.795363709,5.864549659,6.413213442,5.201123928
1694,55.676114,12.536785,6.472682869,1,3.598212339,4.378126352,5.455949441,5.076345756
1695,55.676161,12.536287,7.494621541,1,6.490080663,6.083159226,6.929520805,5.33181751
1696,55.676209,12.53579,7.713814505,1,6.124191556,5.846530431,7.013553489,5.421103224
1697,55.676256,12.535292,6.799450531,1,6.336385437,4.631124589,6.687791701,5.192620526
1698,55.676304,12.534794,6.990394966,1,4.892449677,5.485882964,7.416764361,4.767635315
1699,55.676353,12.534297,8.340600054,1,6.024271492,6.163143644,6.006420164,6.19694617
1700,55.676402,12.533799,6.747804687,1,7.089237701,6.0579632,6.978344477,5.054532683
1701,55.67645,12.533301,7.178920519,1,5.858222513,6.143755779,6.96415003,5.343278616
1702,55.675016,12.534466,6.808359911,1,5.795363709,5.485039349,6.266171879,5.179680568
1703,55.675473,12.534668,6.66316912,1,5.795363709,5.493373332,6.112487042,5.053238687
1704,55.67593,12.534871,7.219559894,1,6.717898409,6.633812307,6.26967413,4.96728039
1705,55.675049,12.537787,7.065978975,1,5.273235957,4.400697071,5.227151678,6.173654244
1706,55.675104,12.53729,6.117557326,1,6.439938958,6.435968719,5.82132705,4.469646554
1707,55.67516,12.536793,6.200805686,1,5.795363709,6.172117359,6.314468749,5.30445874
1708,55.675215,12.536296,6.956590484,1,6.334568709,5.796151391,7.424957699,5.4599231
1709,55.675271,12.535799,7.265854622,1,5.723421263,5.024011984,7.583724557,5.270814848
1710,55.675327,12.535302,6.919990249,1,5.255432018,4.279381522,6.937011156,5.333296362
1711,55.676574,12.536945,6.848937766,1,5.361165613,5.248718825,6.537609169,5.422766933
1712,55.677024,12.537163,6.72657395,1,6.108931037,5.74948484,6.328132782,5.061557232
1713,55.676943,12.536581,5.313798162,1,6.093670518,5.617244164,5.914121643,5.390417036
1714,55.674682,12.537622,8.230922291,1,5.831698278,6.565721644,4.670033862,6.218759243
1715,55.675578,12.538066,7.011787454,1,5.706344016,4.408826774,2.345543391,5.219055013
1716,55.676413,12.538523,7.015518852,1,4.971295691,4.927588598,5.765400972,5.318507838
1717,55.676815,12.538819,7.357754932,1,6.387253833,5.694701983,7.063297606,5.580079858
1718,55.674524,12.539052,6.12830566,1,6.992951094,5.042874484,5.633084749,5.015343094
1719,55.674972,12.539275,8.650062872,1,6.563476491,6.377413856,3.588377425,6.179939367
1720,55.675419,12.539498,7.597207683,1,7.065983577,5.072753983,6.958731564,4.881137237
1721,55.675867,12.539722,7.582847315,1,6.634692246,6.093118079,7.002360538,5.60300207
1722,55.676314,12.539945,6.042554685,1,5.795363709,6.850437926,5.804643608,4.376663709
1723,55.676152,12.542641,6.511914768,1,3.557154277,5.334767904,4.114850479,5.904503106
1724,55.675716,12.542396,6.450108569,1,6.324758375,6.2695314,6.255450516,4.96728039
1725,55.67528,12.542152,6.705155996,1,6.123101519,6.384523996,6.895423851,5.482105886
1726,55.674844,12.541907,7.119670541,1,6.589274035,6.572734933,6.259755682,4.895186335
1727,55.674408,12.541663,6.906879239,1,5.792093598,6.16886702,6.341924169,5.548839101
1728,55.674142,12.542911,6.764618121,1,4.847758157,3.964658904,7.039558648,4.997966578
1729,55.674576,12.543159,7.71589347,1,6.467916576,5.9417951,5.467028565,6.18086365
1730,55.67501,12.543408,7.249225716,1,7.023472131,4.656003765,6.640745702,4.91422656
1731,55.675444,12.543657,7.516500224,1,6.426131822,6.346076263,5.513469309,5.343278616
1732,55.67396,12.54527,7.295944381,1,5.542838457,4.105386113,5.380862856,6.534494232
1733,55.674392,12.545521,7.060419212,1,5.349175205,4.967483076,5.449910457,6.319321207
1734,55.674824,12.545773,8.300756203,1,6.027541603,5.529959734,3.560472534,6.168847974
1735,55.675009,12.547605,7.267083723,1,5.270329191,6.679647131,5.106899222,5.799689441
1736,55.674567,12.547372,6.819719349,1,5.951602354,5.884835604,7.20641503,5.290964212
1737,55.674114,12.547169,7.294730799,1,6.415231451,6.022263158,7.169231776,5.26637829
1738,55.673182,12.547905,6.315530087,1,3.427076521,4.825130142,6.160400147,4.987244898
1739,55.673624,12.548137,7.251105519,1,6.891940993,6.062601241,6.545209718,5.335329784
1740,55.673187,12.549878,6.098778514,1,6.304774362,6.372181459,5.860039036,4.963583259
1741,55.673681,12.549804,6.025617694,1,6.070053049,5.869204451,5.672361009,4.873742975
1742,55.674175,12.549723,5.983146093,1,6.431945353,6.529538321,5.141749607,4.469646554
1743,55.667904,12.530749,4.656775578,1,4.425187123,4.541442349,5.805357057,5.153061224
1744,55.668029,12.531229,5.102442991,1,3.262117579,3.526615936,3.503162946,4.584627329
1745,55.695124,12.542672,7.483292979,1,5.829154858,6.229703148,5.069793423,6.183266785
1746,55.695928,12.54112,6.260856963,1,4.43390742,4.964368624,4.878726945,5.803201715
1747,55.697039,12.5421,7.047205184,1,6.390160599,6.001601232,5.67919009,5.695430346
1748,55.697018,12.5426,7.290748316,1,4.435724148,5.68974432,4.57877946,5.815587104
1749,55.662779,12.536272,7.925984424,1,6.200130805,5.811147748,5.927923614,5.574534161
1750,55.66264,12.535791,7.701042349,1,5.656202311,6.36422212,5.318112044,6.128179533
1751,55.662505,12.53531,6.896011091,1,5.592980161,5.550653784,5.828395672,6.324866903
1752,55.662376,12.534827,7.53243196,1,7.023835477,5.72273044,6.506358097,5.396702159
1753,55.662247,12.534344,7.44646313,1,6.272073251,5.900487082,6.424903664,5.452528838
1754,55.662118,12.533861,8.951738003,1,7.208051741,6.230240611,7.141226922,5.750887311
1755,55.661989,12.533378,6.838696509,1,5.892377008,5.628116757,7.334894124,5.134945282
1756,55.66186,12.532894,7.962626541,1,7.160816801,6.794326519,6.023727592,6.000073943
1757,55.661731,12.532411,8.487507326,1,7.359203546,7.166630444,4.899718445,5.886941733
1758,55.661602,12.531928,7.441122792,1,7.529976019,8.238729854,6.550267362,6.429495711
1759,55.661492,12.531441,8.136968227,1,6.173243224,5.742207513,6.516677892,6.446687371
1760,55.66285,12.535177,6.646371404,1,3.761717898,4.563496516,5.295273615,5.271369417
1761,55.66297,12.534692,6.053532105,1,6.344742388,4.807501728,7.103817058,5.364721976
1762,55.662604,12.534318,7.284067568,1,7.150279776,6.269291411,7.010331193,6.583481219
1763,55.662708,12.533831,7.603709449,1,5.10864036,5.033298726,5.349975933,6.654835847
1764,55.68918,12.553616,6.95082146,1,6.694280939,5.753259949,5.876390288,4.907017155
1765,55.689028,12.554087,6.385975412,1,6.265896374,6.630085798,5.144409771,4.227484472
1766,55.688821,12.554542,6.158391931,1,6.070053049,6.288960249,5.737690159,5.221088435
1767,55.665615,12.539682,7.16149804,1,6.717898409,6.573144702,6.264022766,4.96728039
1768,55.666053,12.539922,5.697780641,1,4.264951675,4.130396177,5.833285886,4.583148477
1769,55.679987,12.551146,6.294600138,1,5.792093598,5.899507485,6.073321313,5.603741497
1770,55.679641,12.552606,7.848479701,1,6.463556427,6.668303655,4.344096395,5.640712807
1771,55.679423,12.553582,6.427255474,1,5.53411816,6.306390462,6.642952345,5.350118308
1772,55.679316,12.55407,6.199215116,1,5.795363709,6.589132488,5.740906998,4.915150843
1773,55.681286,12.551515,6.682523909,1,4.988736284,4.872191126,6.592092843,4.96838953
1774,55.681692,12.551807,5.319826452,1,4.283118959,3.822545167,6.93525166,4.367790594
1775,55.676542,12.553783,5.769404877,1,6.107841,5.592031657,6.057156951,5.400214434
1776,55.675659,12.554253,8.55514471,1,6.893394376,5.848855758,5.481574715,5.969942325
1777,55.675213,12.554479,6.634589,1,5.054138507,4.678628681,3.645385965,5.336254067
1778,55.674764,12.554699,7.447579131,1,6.225928348,5.422516761,7.429413664,5.505212955
1779,55.674315,12.554919,6.895906063,1,6.717898409,6.506305675,5.17165854,4.419365572
1780,55.673857,12.555117,5.710345205,1,3.523363128,3.205484295,3.433400226,4.902395741
1781,55.681756,12.556343,5.489080265,1,3.143666885,4.042721007,5.263796455,4.796103224
1782,55.681678,12.555346,5.423273748,1,3.606205944,4.013154527,5.973511993,4.642117717
1783,55.681638,12.554847,6.942080015,1,5.617324322,5.497425113,6.112475834,5.147515528
1784,55.681599,12.554349,6.040161835,1,5.305210377,6.276071392,5.795196579,5.236616386
1785,55.681618,12.553851,5.017940533,1,2.639343071,4.031421822,6.463141092,5.623706004
1786,55.681835,12.552875,5.13929732,1,3.190901824,3.723184027,6.025493039,4.499778172
1787,55.681955,12.55239,6.063049801,1,3.779158491,4.185604707,6.657306258,4.311594203
1788,55.682075,12.551904,6.337188986,1,3.758084442,4.923298368,5.635303844,5.226449275
1789,55.682196,12.551419,6.112962921,1,4.776179057,4.888844938,3.224007819,5.978815439
1790,55.682316,12.550934,6.407164644,1,5.305210377,5.770122173,6.05809816,5.611505472
1791,55.682436,12.550449,5.934976694,1,5.305210377,5.83899457,6.034161607,5.171362023
1792,55.682555,12.549963,4.911420586,1,3.446697188,3.35795376,3.28635088,4.58296362
1793,55.682673,12.549477,5.252308391,1,4.931691011,6.408228344,5.807443441,5.170252884
1794,55.682793,12.548992,6.7817212,1,5.694716954,6.654891832,5.813747263,5.68988465
1795,55.682914,12.548507,6.598601325,1,4.528013952,5.30159068,6.535663005,5.538302277
1796,55.683034,12.548021,5.378919528,1,5.617324322,6.343653932,5.775784615,4.704044661
1797,55.683154,12.547536,6.392582913,1,4.886636146,5.826964943,5.888563107,5.630175983
1798,55.683275,12.547051,7.469589233,1,5.255432018,4.702315941,7.427681145,4.897774327
1799,55.683395,12.546565,6.434829632,1,5.795363709,6.023735518,6.05280902,4.964322686
1800,55.683515,12.54608,6.08815452,1,5.094833224,6.236623449,5.812214155,4.915520556
1801,55.674629,12.549223,6.03243205,1,6.324758375,5.753365062,6.240812626,5.44328601
1802,55.675033,12.549518,6.769051735,1,6.717898409,5.060570045,5.613612029,5.189847678
1803,55.675437,12.549812,7.091849089,1,4.026596904,4.371207968,7.326288826,5.100192251
1804,55.675841,12.550107,5.796822675,1,6.108931037,6.166026519,5.77664386,4.750443656
1805,55.676245,12.550401,6.586883288,1,6.305137708,6.277329324,5.703750667,5.005730553
1806,55.676649,12.550696,7.262550229,1,6.22411162,5.969754719,6.697886837,5.317213842
1807,55.684647,12.55152,5.772308121,1,3.523363128,5.229406919,5.957852351,5.073388051
1808,55.683822,12.550954,6.324366645,1,6.081316765,4.550920948,7.091698128,5.122005324
1809,55.683007,12.550375,6.900413987,1,6.645955962,6.243414044,6.03112189,5.137902987
1810,55.682188,12.549801,6.573367855,1,3.557154277,4.499207826,4.698050775,5.383577344
1811,55.680523,12.548694,5.599150141,1,5.795363709,6.283633664,5.353106859,4.911453712
1812,55.676862,12.541785,5.274002533,1,4.288205799,3.240227137,4.090931644,5.164522331
1813,55.67734,12.541929,7.139836521,1,5.855315747,5.848656008,6.385607413,6.328379178
1814,55.677815,12.542083,5.378731845,1,3.374754742,4.733570428,4.684709536,5.297434191
1815,55.678915,12.542565,6.018183748,1,4.776179057,4.247815349,5.332116793,5.820763088
1816,55.679372,12.542769,7.945819952,1,5.791003561,5.944314825,6.275469934,5.860692103
1817,55.679821,12.542989,5.927046895,1,4.636654313,4.593037919,6.530654192,6.052018633
1818,55.680648,12.543535,5.051560738,1,4.636654313,4.096476924,5.628695691,5.904133392
1819,55.681782,12.544517,6.177421038,1,3.541530412,4.373351648,6.547444733,4.79092724
1820,55.682172,12.544829,7.37228722,1,5.520311024,5.90327931,7.306733648,6.467391304
1821,55.682564,12.54514,7.072581113,1,5.179492769,5.97821737,4.917427185,6.451308784
1822,55.682955,12.545451,5.608683753,1,3.315529395,4.18415347,5.302060285,5.096310263
1823,55.683348,12.54576,7.092911258,1,5.181309498,4.996066644,5.883666273,6.001922508
1824,55.684493,12.546729,6.622634309,1,3.905239445,4.381077148,6.954400767,4.562629399
1825,55.684886,12.547032,7.204248088,1,5.121720805,5.048530066,7.035125095,6.505841467
1826,55.679092,12.533914,6.197462361,1,6.108931037,6.515993377,5.853925524,5.130508725
1827,55.679045,12.534412,5.733255193,1,6.251725892,6.046912726,5.262079191,4.625480627
1828,55.678816,12.536398,5.61907469,1,4.776179057,3.923077207,4.711998384,4.963213546
1829,55.678681,12.537389,8.588112148,1,7.363563695,6.88154627,5.960369085,5.803941142
1830,55.678606,12.537884,5.831420795,1,5.617324322,6.077024346,5.811252567,5.204636202
1831,55.678434,12.538868,6.993408609,1,5.514497493,5.22281605,6.575723915,5.397441585
1832,55.678327,12.539357,8.411156572,1,6.662306518,6.087863614,5.387286809,6.126885537
1833,55.678104,12.540331,7.235612688,1,4.379768912,5.994590351,5.579125708,5.720201124
1834,55.677884,12.541278,5.898449874,1,6.537315602,6.264971697,5.186313546,4.385906537
1835,55.67779,12.541769,6.59473366,1,6.278613473,5.915641185,5.768040117,4.990572316
1836,55.689591,12.542255,6.700032662,1,6.537315602,5.753172821,6.045527581,5.577676723
1837,55.692466,12.541317,6.895012707,1,4.847758157,4.717042556,6.870329286,5.000739426
1838,55.692099,12.541641,8.088205223,1,6.128188358,5.809166173,5.22968336,6.358695652
1839,55.689333,12.531422,8.292159533,1,7.087057627,6.654614676,5.939121439,6.379769299
1840,55.684305,12.549883,6.802333701,1,6.878860548,6.142108088,6.984786305,5.335699497
1841,55.683865,12.549646,8.545345629,1,6.068599666,5.863718029,5.381916659,5.874371488
1842,55.669531,12.552847,6.194887566,1,5.849138871,6.612748025,5.12864204,4.392191659
1843,55.668992,12.551091,5.919749898,1,6.064239517,6.48418046,6.461564538,5.32645667
1844,55.669487,12.551028,6.939960048,1,6.124191556,6.351594908,6.92491988,5.412230109
1845,55.670316,12.550896,7.222376257,1,7.008938304,6.347719752,7.358784778,4.899438036
1846,55.670808,12.550807,4.537946193,1,6.940265969,5.961551579,6.12782443,5.432749186
1847,55.6713,12.550717,5.933697024,1,6.674660272,6.377348174,6.450329584,5.030871044
1848,55.667969,12.547137,6.16399577,1,5.305210377,5.753140317,6.026437187,5.328490092
1849,55.668947,12.546927,6.646959736,1,5.877116489,5.449994156,6.54661287,5.398181011
1850,55.693791,12.540597,6.015381627,1,4.886636146,5.767484981,5.930043097,5.395962733
1851,55.69427,12.540453,5.727847591,1,5.696170337,5.623284719,5.178296789,5.148624667
1852,55.699009,12.540284,5.893255608,1,6.090037061,4.401563299,4.304425539,3.522811299
1853,55.70022,12.53974,5.967914387,1,4.628660708,5.451358721,5.800308394,5.36287341
1854,55.695643,12.55699,5.461474697,1,5.427657874,3.860115445,3.741323153,5.13346643
1855,55.695469,12.556521,7.064276338,1,4.450984667,4.978045622,6.866022799,4.819395149
1856,55.674602,12.552556,6.797684317,1,5.166048979,4.411035837,4.593164085,6.140564922
1857,55.675016,12.552835,6.797684317,1,5.166048979,4.411035837,4.593164085,6.140564922
1858,55.683907,12.539561,6.991112473,1,7.156819998,6.955368044,6.401183756,5.760869565
1859,55.68424,12.539934,5.886628115,1,5.684543275,4.374756608,7.28716917,4.783532978
1860,55.684548,12.5402,5.678234556,1,6.572560134,6.777251211,5.760741681,4.137459332
1861,55.684685,12.539719,5.699624544,1,6.241915559,6.242352859,5.762478045,4.019151139
1862,55.684448,12.539299,7.52331985,1,6.869776906,5.815736325,6.717548344,5.690069506
1863,55.684933,12.54018,6.926900247,1,5.795363709,5.771298833,6.27570898,4.964322686
1864,55.681718,12.539754,5.935936899,1,5.791730252,5.538798022,6.289908011,5.032904466
1865,55.68217,12.536166,7.302602757,1,5.255432018,4.791441004,7.017244052,5.145112393
1866,55.681999,12.536596,6.314493989,1,6.107841,5.470964869,6.10432215,5.558821355
1867,55.680804,12.540845,4.626227167,1,4.174841945,4.351856679,5.684658786,4.778911565
1868,55.68086,12.540348,6.947174967,1,6.052612455,5.459782021,6.593885589,6.230590062
1869,55.680545,12.539091,6.199327872,1,4.73294092,4.827575112,4.301435889,5.909124519
1870,55.680521,12.540716,7.34387899,1,6.106750963,6.159191042,6.209082496,6.254621414
1871,55.701196,12.536731,5.337854258,1,4.796526415,4.48338238,5.028466238,5.074682047
1872,55.701447,12.535253,6.132979638,1,4.886636146,5.120801239,6.074152303,5.452159124
1873,55.701534,12.53476,6.316525038,1,4.450984667,4.810787531,6.635575348,4.96838953
1874,55.701633,12.53427,6.792051232,1,4.847758157,4.847878025,6.598335013,4.96838953
1875,55.701735,12.533781,6.386803606,1,5.918901243,5.296265615,6.50931211,5.105368234
1876,55.702013,12.532824,6.119468015,1,6.108931037,5.332935653,6.1465653,5.160455486
1877,55.702197,12.532359,6.024308177,1,5.795363709,6.239208914,5.85515025,4.913302277
1878,55.702383,12.531895,6.042761192,1,5.795363709,6.593846125,5.846316596,5.153800651
1879,55.702569,12.531431,6.781226594,1,5.305210377,5.683950799,6.101802669,5.179680568
1880,55.702175,12.533534,6.222646988,1,3.144393576,4.446489367,6.421591693,4.544698314
1881,55.701607,12.537298,5.01716059,1,3.271927912,2.761290237,2.971364904,5.029761905
1882,55.702579,12.537527,6.162574838,1,4.288205799,4.207440736,3.210836042,5.467871931
1883,55.687392,12.540954,6.015333797,1,4.084732214,4.186141569,6.90166689,4.956928423
1884,55.687656,12.54053,7.152959468,1,6.875590437,4.589197407,6.929912085,5.096125407
1885,55.687921,12.540105,7.920862249,1,7.174623937,7.354449706,6.994927058,6.074016563
1886,55.688172,12.539673,6.771216821,1,5.255432018,4.15046384,7.054588186,5.072463768
1887,55.689737,12.53427,6.889016352,1,4.949858295,5.410181158,6.717327714,5.065439219
1888,55.68898,12.53362,6.457022942,1,4.98146937,4.313278216,5.836591163,5.010536823
1889,55.688572,12.533331,6.301770242,1,5.619141051,5.766813509,6.281000173,5.319062408
1890,55.688167,12.533038,6.821938246,1,6.053339147,5.770597129,6.347807339,5.214248743
1891,55.687762,12.532744,6.24207958,1,3.721749873,4.844428961,6.187713422,5.48136646
1892,55.687358,12.532449,7.072128949,1,6.717898409,6.576498517,6.245205617,5.09113428
1893,55.686955,12.532154,5.847079692,1,3.190901824,4.376360739,6.948260462,4.511978704
1894,55.683224,12.551102,6.517475842,1,5.455998837,5.740611422,6.059590793,5.348269743
1895,55.683103,12.551587,7.046449942,1,6.124191556,6.357731757,6.494926631,5.632579119
1896,55.682981,12.552072,7.422752273,1,5.68745004,6.037887535,4.618015521,6.071243715
1897,55.681994,12.554164,5.679152673,1,5.125717608,5.013176686,5.690697959,5.318322981
1898,55.700478,12.538067,6.781654611,1,3.721023182,4.178566385,5.990644299,4.43933008
1899,55.68705,12.552837,6.217827834,1,5.696170337,6.403507789,5.83210834,4.40716504
1900,55.671673,12.54237,6.571240546,1,4.687522709,4.981452536,5.380582768,6.375702455
1901,55.671675,12.542865,6.998498331,1,6.793837657,5.137961044,7.148182362,5.384131914
1902,55.671819,12.543344,6.546366928,1,3.441973694,4.182735863,4.045640674,4.724378882
1903,55.671963,12.543823,5.350759781,1,4.068018313,3.592304176,3.435916846,5.146036676
1904,55.672107,12.544301,6.528540868,1,4.073831844,5.13186263,3.473856987,5.952750665
1905,55.698778,12.532553,6.291444427,1,6.807281448,5.81765684,7.028389029,5.64052795
1906,55.69918,12.532851,7.061679639,1,6.409781266,5.303594687,6.538653219,5.288006507
1907,55.699582,12.533148,5.661784659,1,5.644211903,4.614280451,5.710056113,5.309634723
1908,55.699983,12.533446,6.243782043,1,3.670154785,4.248568035,3.543508231,4.948425022
1909,55.68516,12.532033,6.623299323,1,4.092362474,4.664186512,5.866864609,4.715505767
1910,55.68556,12.532333,6.011935786,1,7.760337185,5.374690735,6.397478383,5.058599527
1911,55.685961,12.532633,6.043586823,1,7.048179638,5.473513669,5.63459146,4.939367051
1912,55.686361,12.532933,5.596451813,1,6.250999201,4.621066719,4.532510201,4.388864241
1913,55.68662,12.537627,6.309475278,1,5.795363709,5.173380936,6.462963076,5.472863058
1914,55.686728,12.537139,7.177770538,1,6.108931037,5.785490994,5.745016431,4.96728039
1915,55.686835,12.536651,6.760047289,1,5.523217789,6.630776288,6.664356337,5.60300207
1916,55.686944,12.536162,6.576859273,1,4.541094397,4.058032459,6.882527117,4.717724046
1917,55.687052,12.535674,7.39448994,1,5.611510791,5.871869135,3.569117929,6.130212955
1918,55.687161,12.535186,7.376401773,1,6.171426495,5.316273506,7.163431166,5.21332446
1919,55.68727,12.534698,6.54143757,1,6.108931037,5.704320603,5.711396216,4.994824017
1920,55.687379,12.53421,6.884965353,1,6.717898409,6.706193832,6.246883101,4.964322686
1921,55.687487,12.533722,5.635125089,1,6.730252162,4.851701505,3.263109431,4.856551316
1922,55.687596,12.533234,6.706148801,1,6.108931037,5.798959952,6.256887712,4.964322686
1923,55.688587,12.529023,6.26381904,1,4.836494441,4.176276785,3.832924999,4.766895889
1924,55.688472,12.52951,7.434504166,1,6.22411162,5.522197283,6.904120593,5.504288672
1925,55.688358,12.529997,6.506404809,1,6.141268803,6.14308269,5.60252501,4.726227448
1926,55.68813,12.53097,6.465667321,1,5.795363709,6.577837438,5.729013988,4.965246968
1927,55.6879,12.531944,6.125051771,1,6.108931037,6.588889445,5.844955417,5.015158237
1928,55.687781,12.532429,7.128152334,1,4.847758157,4.890743062,7.008761897,4.890934635
1929,55.687367,12.540292,6.787348442,1,6.717898409,5.945267704,6.287354679,5.048062703
1930,55.68753,12.53982,6.786992797,1,6.588183998,5.142132004,4.272681791,4.889455782
1931,55.687692,12.539347,7.753882184,1,5.087566311,6.003956741,5.954579324,6.70345312
1932,55.68499,12.529379,8.086354427,1,6.035898554,7.157124872,6.538616899,6.415261757
1933,55.69608,12.543652,6.986568879,1,7.098321343,6.419255946,5.669842478,5.281721384
1934,55.692998,12.540128,7.836689089,1,5.860039241,7.342007089,6.040005894,6.11061816
1935,55.697509,12.530267,7.035394981,1,7.266913742,6.388848279,6.086551678,5.346421177
1936,55.697711,12.530724,6.452297589,1,6.59981106,7.192190717,5.912400887,5.632763975
1937,55.696308,12.554569,5.847944908,1,6.141268803,6.077323351,5.794295474,4.926611949
1938,55.677614,12.528034,8.241323644,1,7.604098539,6.55304446,5.497115213,6.448535936
1939,55.674404,12.527745,8.721470309,1,7.524525834,7.193098434,4.819903679,6.560559006
1940,55.674677,12.528139,8.958731751,1,7.591018095,5.952518692,5.516296805,5.96162378
1941,55.6747,12.528628,9.215807635,1,6.757139743,5.940703572,4.500678192,6.320800059
1942,55.67467,12.529127,9.258055789,1,7.375190756,5.927559747,4.645476234,6.397145815
1943,55.674622,12.529624,9.232691559,1,6.960249982,6.353823389,3.102827705,6.5490979
1944,55.674289,12.529029,8.8873858,1,7.612818836,6.984040014,4.713534376,6.384021
1945,55.674095,12.52857,8.841112747,1,6.99912797,5.929331689,5.592236743,6.144077196
1946,55.673864,12.52813,9.293574403,1,7.425332461,6.758477408,4.413632595,6.619158533
1947,55.676386,12.527924,8.909004411,1,7.495821524,7.07727322,5.158982562,6.247966578
1948,55.677307,12.528007,8.901351233,1,7.495821524,6.516321469,5.076498689,6.384021
1949,55.676392,12.529302,7.609774266,2,6.840709251,5.850846684,6.185242279,5.869565217
